IpwEpsGreedy,PolicyScreeningEpsGreedy,RandomAction,optimal
-96.43201764514181,-2.3606705576207077,-101.62079281218578,52.74734861803818
-65.87687917847126,17.6273733277715,-44.90903064097614,119.54547825859903
109.90639209778539,179.62661957218666,-46.375297073900995,134.88421315068626
112.61865395491147,178.34730835197635,56.299538864908484,-30.356751008122174
190.7705714651844,62.47080413679707,-1.0933027483018236,157.14645168350307
17.058422086738254,91.10404206918132,-27.11993481394524,27.07202947034971
263.6771850682159,138.3494166269451,-79.11752166697386,-80.90187054856445
68.70254085789075,21.509569053702485,88.3714000828479,66.09364781906959
-5.208336252444134,51.21376765732754,40.97898015192821,114.88216184372308
8.442872316073931,51.68579954013893,-37.10979882273986,159.9057952310709
30.690108115530755,10.230807078118993,125.30162458205547,131.77834163486324
141.57806962435643,-20.545962249400795,19.455412483681233,110.81997904038184
236.4915122755313,50.1932678512883,-113.44779171926552,-33.53592308375105
213.1197909150029,181.1195985506425,119.29122433468474,89.93203067517668
41.843652282877116,182.23905102431502,-41.762351143788244,65.68694460972374
