IpwEpsGreedy,PolicyScreeningEpsGreedy,RandomAction,optimal
52.76186137078635,259.69627440602363,107.38929287465845,163.53108286573956
95.58970277679393,16.940759298851745,-64.16083423697533,103.87462489693641
7.390752795866398,30.51435791842748,-211.45877371126178,33.20880664700603
76.41908141766883,76.11542286803255,-111.7339780942026,67.06963036468895
189.3700659405707,194.38321309323732,76.87668918187279,121.26443962243854
152.17325679936167,293.17737289568123,-144.1881584189511,150.21196676473818
185.4742297755055,69.0091631377534,37.19222199862292,147.73716788608647
0.7844971182653024,7.414827087362401,180.67803047526505,-11.523035025369524
1.0122057880074244,34.626781727327625,70.62815693386216,-53.40405887523201
247.5154668475388,202.0303978154139,-124.67807335770704,169.27528502857663
74.24233904798959,-7.601419397056368,141.64093482344504,-72.02162296452457
78.05299391714156,55.15115068681602,91.6564003555588,182.63483447034926
