IpwEpsGreedy,PolicyScreeningEpsGreedy,IpwBootTS,PolicyScreeningBootTS,RandomAction,optimal
-53.53095594227037,-14.105430789794347,73.57591777248888,60.13770427534195,23.851126907339424,-33.23104870201975
107.24932573895323,-64.02169946292015,-100.40559567158242,12.777219566423398,-8.941573791573505,14.640342651709641
-6.565030029103907,-91.8712072467111,-6.001979660812109,58.35377722454466,-94.02541851792762,-38.55313676076291
-58.18927868438603,-46.291610210131566,-82.02498098810851,19.54327736126291,47.726640952187964,-15.579928172610929
-19.236204952134393,21.010880040043993,57.40596539217363,47.05188094187052,-12.093704457608005,29.81540473144475
-97.91622928201606,-15.850588550682962,-80.15780926596513,6.0812779988205,-42.04300910748375,58.27883768414509
-55.66677230850546,-52.5664486418966,80.45051947885325,107.18026246438319,8.26130794207168,-38.49875088064017
-128.22962785108297,-81.7242885039543,-74.79172740166818,47.79635123553773,-42.1479100859096,47.29768854300288
-32.97983724312308,-92.1083500049928,-60.93675930382305,94.59662752836162,26.61210785801428,1.268206173094967
-31.245257638668466,12.412378734462779,-10.980007122383563,-16.898790339499797,-31.266524650778617,202.78470359772086
39.15846059590592,-109.49136982577221,95.32988659723873,90.40717951260329,0.2840372390028101,-76.74212810143104
-11.538173118799495,33.06188365272686,-49.97781675880606,-26.621087495002016,-85.12535187407995,112.90102051854176
96.11571327792943,-88.39888935945874,168.03319260018748,62.02237096903577,-68.74299660018391,-85.68223592307075
44.072388488950175,-57.24482604760528,81.21939901274844,100.26031599562744,-3.1100345275232186,126.73807804326066
-18.244368031797908,-89.02312863493364,-65.8537811121618,-8.223499550622236,108.20247038561162,157.14459876440816
-72.69564661865017,-152.17581116521768,-36.89111892219786,52.10223787100589,72.77350560300044,77.63610034055093
-1.9607966712810185,17.783167617467903,60.69338593346163,-28.245151522069982,21.940944222330657,-1.267550230696901
65.07535238170419,-35.44380425560859,61.986752248467226,109.72229578410663,-32.81823675472389,133.71038555758008
0.5002114234851165,-50.355254341949845,-91.38030705995833,57.532889620816526,-157.94232211496063,-20.004924802891345
-88.87141436928472,-60.462999979065,-36.24698329685,-87.72645743201113,39.64730328283938,69.71910562722627
-10.819982813610455,9.197934327480231,-5.977089332542725,18.264272754293582,123.0757009651234,-131.63816059515122
8.294080261783893,40.52664204280981,85.321663935179,-16.567258249577723,32.00751325709327,6.3374083268984425
-3.015385667690003,11.215796389169657,48.87507670850393,48.31252021734961,10.619256695153695,14.190786472028478
-58.74286128393921,-21.642084176499004,87.09940488629262,-89.49675691857378,9.083638790234911,2.9704262130977694
148.5406059161289,-22.025836887849344,-2.7943832445537256,53.214731813138286,41.988118849336345,-36.91169597850666
50.7094186287652,21.598381940627295,63.73058694388621,124.3017095957887,43.09470484556146,1.9501279572702641
-27.634062383813493,-63.31126889526737,87.9526551752306,53.48706077443745,4.146654574397736,-33.24727742395311
-30.02769400599715,-33.868026988515,-31.077938581621574,103.72658049250177,64.20966705635416,23.195453581424154
26.030305650767147,155.24781355405264,48.28778555406139,-3.7792435241249613,47.73013533742689,48.92742339802074
