IpwEpsGreedy,PolicyScreeningEpsGreedy,RandomAction,optimal
-2.549473206434759,19.086695763778025,15.135972139483076,-2.1777422727509563
-22.609444817593225,8.603042048558034,-0.9385362357294671,28.407186699600647
10.395632516788751,-13.752302631377237,1.6437566541687132,-15.195256041357672
-0.518936685311141,40.31769384021398,0.717631932332802,4.441866788656185
16.56458276367725,-4.829875575029912,2.6544841566886377,22.473169518626403
13.034816546340341,16.716345888295617,8.422119499588572,20.683613723500173
15.532704487059377,15.167491359407288,0.6786854229340604,2.3460742809377355
32.56186447656959,24.599524231320842,-11.83043875627163,16.821512173788427
19.933336327344932,4.713751491420172,-35.64067360525498,19.193573165035513
4.652657702256823,-13.147987136594903,-9.593461265904535,18.521183667365214
-1.0076950718820183,-16.444351286777202,-9.98479879865356,5.868074238362711
4.024116624316319,0.008324916341192146,6.497904308659292,-14.076117887556899
10.66303690180614,17.397765224682065,17.59197165068055,-13.346297698919003
-9.590027097099192,1.290182075171474,-37.597481045115174,42.659410466217345
25.474828843334873,15.80939571112867,-12.046170295946967,16.455492805143226
5.369676403197836,7.216725640865915,-8.083744631875721,31.22187095645741
28.585854356839267,-2.459632958888518,14.439610713949445,-6.286487910825272
10.015418683169301,21.56768739565409,3.6541241371655726,-7.8568572609460485
34.995914800887626,12.474423751324068,11.438491409786526,-0.11890437772404994
-33.32060598058026,4.121423356193288,-11.080691222261922,13.794040815968298
-7.521467071841894,-0.33895652897291306,-11.854721781347225,13.422709240055653
17.6395572042167,15.567486742665434,5.224458319896767,-2.369684304794845
-2.484189245300703,21.853240331503017,8.284811700757398,12.556955153334755
-3.302856638583907,19.820993715409877,24.298466966553082,3.0467479670575797
-8.4257161120007,8.89536218002321,-2.304878777126455,25.390149420767212
20.717617322596816,37.935705448329536,-14.913541539236746,-15.70940570956537
7.0314509330552575,38.96595498054926,7.347353689512221,-6.964056644202067
22.247105141251264,3.8637759180295252,1.7315574732600323,36.78098097200103
32.78409736389733,-10.408247776387032,8.82545628376767,-7.010544666434385
-6.586418306528094,5.647299266502687,0.4356151368375629,24.192264432561235
22.411320487473674,16.854094184851085,6.0678027941337564,-22.712010458143375
40.29307271113962,-1.679192185709237,-8.826467531777098,2.5533333842060193
