IpwEpsGreedy,IpwBootTS,RandomAction,eps_greedy_chosen_policy,eps_greedy_optimal_policy,eps_greedy_method,eps_greedy_policy_eval,optimal_policy_eval,eps_greedy_policy_rank
3021.3037346746023,3581.4877322638,2662.918357738321,"[89, 76, 10, 76, 76, 17, 76, 76, 76, 76, 76, 76, 11, 76, 44, 76, 22, 76, 76, 89, 76, 76, 71, 54, 76, 76, 75, 37, 35, 76, 76, 76, 77, 1, 76, 76, 76, 76, 82, 76, 76, 76, 67, 95, 76, 76, 48, 66, 6, 72, 76, 76, 76, 76, 76, 76, 76, 7, 76, 76, 84, 76, 76, 86, 76, 76, 76, 76, 30, 19, 76, 76, 61, 96, 76, 76, 35, 76, 76, 76, 70, 76, 54, 76, 76, 76, 49, 76, 76, 40, 76, 76, 1, 76, 76, 76, 76, 71, 76, 74]",76,"['random', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'random', 'random', 'random', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'random', 'random', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random']",34.77046989299604,34.77046989299604,1
3293.3918494684012,3323.0979464185198,2836.8251307823325,"[74, 74, 74, 74, 67, 74, 74, 12, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 21, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 18, 74, 74, 74, 74, 74, 1, 74, 74, 74, 74, 74, 74, 74, 50, 74, 74, 32, 74, 74, 64, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 28, 74, 74, 6, 74, 74, 74, 74, 74]",74,"['optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",32.97559857835412,34.77046989299604,9
3279.5246281465543,3516.6829555333916,2834.0981377531098,"[4, 3, 3, 9, 3, 3, 23, 3, 27, 3, 16, 3, 3, 3, 3, 3, 3, 68, 43, 3, 3, 3, 3, 3, 3, 18, 3, 87, 3, 8, 3, 3, 3, 3, 3, 3, 3, 3, 10, 3, 3, 90, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 24, 3, 74, 3, 3, 3, 3, 3, 3, 3, 3, 3, 70, 3, 93, 3, 3, 81, 66, 3, 61, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 12, 84, 3, 3, 3, 3, 3, 3, 84, 4, 3, 3, 3]",3,"['random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'random', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal']",33.170307889929944,34.77046989299604,7
3407.995936284566,3709.390082589098,3195.2609764873714,"[27, 91, 95, 91, 28, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 37, 91, 75, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 47, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 63, 91, 91, 91, 27, 91, 47, 91, 91, 66, 91, 91, 91, 91, 46, 91, 91, 69, 91, 91, 90, 91, 91, 91, 50, 91, 63, 91, 91, 91, 89, 91, 67, 91, 91, 91, 91, 69]",91,"['random', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'random']",34.66463452947304,34.77046989299604,2
3513.480129916881,3355.3567461777006,2477.208320057458,"[76, 76, 76, 76, 61, 76, 76, 76, 76, 76, 77, 76, 76, 76, 0, 76, 2, 65, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 24, 76, 76, 76, 76, 76, 97, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 18, 76, 76, 76, 76, 76, 76, 76, 76, 76, 96, 76, 76, 76, 76, 76, 76, 11, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 86, 1, 76, 76, 76, 76, 76, 93, 76, 57, 76, 76, 99, 76, 76, 76, 76, 76, 89, 76, 76, 76, 41]",76,"['optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random']",34.77046989299604,34.77046989299604,1
3238.7556776808997,3385.9156860445473,2577.7326215084877,"[91, 91, 91, 73, 18, 7, 91, 46, 91, 91, 91, 91, 91, 91, 37, 91, 91, 91, 91, 91, 91, 91, 61, 91, 91, 91, 76, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 48, 91, 91, 91, 91, 92, 44, 91, 91, 91, 91, 91, 91, 91, 13, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 9, 91, 85, 91, 91, 91, 91, 91, 91, 91, 91, 91, 91, 6, 91, 91, 91, 91, 91, 58, 91, 24, 91, 91, 91]",91,"['optimal', 'optimal', 'optimal', 'random', 'random', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal']",34.66463452947304,34.77046989299604,2
3614.205452454232,3222.177581242562,2407.9729590455563,"[35, 49, 35, 35, 35, 35, 35, 35, 35, 35, 35, 2, 35, 35, 35, 13, 35, 35, 64, 35, 35, 44, 35, 35, 35, 35, 35, 35, 35, 89, 35, 35, 35, 35, 35, 35, 35, 35, 55, 35, 35, 35, 35, 35, 35, 35, 74, 71, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 64, 35, 35, 35, 35, 35, 35, 35, 35, 46, 46, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 58, 35, 35, 35, 53, 35, 61]",35,"['optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random']",34.07845726098166,34.77046989299604,4
3219.7089121783542,3421.3248554086194,2896.549302940399,"[76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 30, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 5, 69, 76, 76, 76, 76, 76, 97, 76, 76, 36, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 26, 1, 76, 76, 27, 40, 76, 76, 76, 76, 76, 76, 76, 76, 76, 2, 56, 76, 76, 76, 76]",76,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal']",34.77046989299604,34.77046989299604,1
3448.432041583582,3524.6328272990195,3116.5512793228004,"[35, 35, 35, 35, 35, 35, 35, 35, 77, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 51, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 11, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 25, 2, 35, 35, 35, 53, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 70, 35, 23, 35, 35, 35, 71, 35, 24, 35, 2, 35, 35, 35, 35, 35, 35, 42, 35, 35, 35, 35, 35]",35,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",34.07845726098166,34.77046989299604,4
3360.8098163186764,3803.8038389073563,2768.7451649680143,"[22, 76, 76, 76, 40, 41, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 92, 76, 76, 76, 76, 76, 76, 76, 76, 76, 35, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 41, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 74, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 36, 24, 76, 76, 76, 76, 25, 76, 76]",76,"['random', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal']",34.77046989299604,34.77046989299604,1
3377.332522427109,3562.6250396805403,2801.3192950564103,"[97, 35, 35, 35, 35, 35, 35, 35, 35, 45, 35, 35, 35, 35, 35, 35, 35, 35, 35, 5, 35, 35, 35, 35, 35, 35, 35, 2, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 17, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 47, 35, 35, 35, 35, 59, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 75, 35, 99, 35, 35]",35,"['random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'optimal', 'optimal']",34.07845726098166,34.77046989299604,4
3774.945971760306,3245.265539075716,2624.4052010542714,"[35, 35, 35, 35, 35, 35, 32, 35, 35, 35, 35, 35, 35, 35, 22, 68, 35, 35, 89, 51, 35, 35, 45, 35, 35, 35, 73, 35, 35, 56, 35, 47, 82, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 61, 35, 3, 23, 35, 35, 39, 80, 35, 35, 35, 35, 35, 35, 19, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]",35,"['optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'random', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'random', 'random', 'optimal', 'optimal', 'random', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'random', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal', 'optimal']",34.07845726098166,34.77046989299604,4
