IpwEpsGreedy
2744.8197515244137
3801.1158517635845
3569.4212265433803
3651.1881404369797
3818.2967627987887
3865.1137418601174
3882.564221275594
3512.5363335419543
3602.8300854402755
3860.9005052989364
3708.310770366981
3749.4840352927895
4004.0000767246543
3391.7488313123476
3723.402404577053
3504.302057926151
3690.654834361806
3832.4493464634497
4133.688776375806
3704.6161140061827
3643.555297460752
3897.322553072098
3821.925833975177
3895.3476559960277
3431.0562135085
3741.71400478922
3358.101682522216
3616.2910904314285
3769.8671827471085
3701.2488003020044
4016.7073770749244
3844.7595704571268
3733.161189492254
3498.151516078172
3911.061833291085
3960.483591129765
3634.5813860244803
3708.421565562312
3841.9299610059875
3576.208375931801
3774.6828787443683
3858.066020078834
3657.7835235318557
3777.6143948146128
4084.041450864248
3976.932199435939
3857.4427749001516
3909.1095315909593
3769.1117212806676
3580.5483402616765
