IpwEpsGreedy,IpwBootTS,RandomAction,eps_greedy_policy,optimal_outcome_actions,optimal_policy,optimal_outcome_policy
51.64735474072186,73.39361218584469,73.39361218584469,2,73.39361218584469,4,48.9313290652279
46.28914919543935,21.74625462767236,27.18282388505391,19,54.36564306701136,1,27.18282388505391
51.668288455852725,78.83127755036895,54.36727587294028,70,78.83127755036895,84,78.83127755036895
78.93605551681682,24.500374360591273,27.18281828459045,89,78.83398536241556,84,76.15154143841639
51.68939533486145,103.4560437755549,24.464536456131405,32,103.4560437755549,84,76.13703321710028
48.92920788735951,73.39360936857531,73.39360936857531,84,103.29470948144372,88,21.746254627853446
76.14269677740194,51.64735474072186,51.64735474072186,88,78.86316856137313,88,78.86316856137313
78.83327791410572,78.8301804732876,78.8301804732876,88,78.8301804732876,88,27.237290407024215
103.30274779544402,27.18281828459045,54.42568466159535,44,54.42568466159535,88,51.71667510300861
54.36563738122424,46.43771663997241,0.0,44,46.43771663997241,88,46.43771663997241
76.19345435270577,103.30409453101393,73.5625408984994,21,103.30409453101393,88,103.30409453101393
76.12506644866373,27.18281829477918,51.64735474072186,84,103.35631082262427,88,103.35631082262427
78.83130715850726,73.40382018680901,103.29470948144372,27,103.29470948144372,88,103.29470948144372
24.466691690392032,73.39764115594312,73.39764115594312,94,103.29472046832876,88,76.12563204872441
73.39360936840862,103.29669723682238,51.64735474072186,21,103.29669723682238,88,103.29669723682238
51.653984790049606,24.465349439029097,24.46531689124303,21,48.93066633027213,88,48.93066633027213
76.11189119685326,51.64735474072186,54.420742167933824,88,78.83017302531249,88,51.64735474072186
78.86266936248921,48.929242583765294,51.64735474072186,88,76.11190826472952,77,51.64735474072186
103.29470948144372,51.70326184805511,51.70326184805511,76,51.70326184805511,77,27.19264007289138
51.84690627936158,27.18281828459045,27.182822059577518,76,54.36564034416797,77,54.36564034416797
103.2981350237266,51.64735474072186,76.1140402974346,57,76.25437201725315,77,51.64735474072186
27.1828328977889,24.464536456131405,24.464536456131405,57,54.560959888815745,77,24.464536456131405
21.909873946019196,24.49960202114783,27.182818984339356,21,51.682421005487186,77,0.0
0.0,78.83049981530925,54.569468913792136,57,103.29877401745205,77,54.569468913792136
103.3104341220132,78.8302755982844,27.182920857562536,47,78.8302755982844,77,51.64735474072186
27.182818319600837,103.29478830936405,73.3942483417689,47,103.29478830936405,88,103.29478830936405
51.64758924651107,78.83039180943018,21.748200411734093,47,78.83039180943018,88,78.83039180943018
51.64969240871191,73.43655020594348,0.0,57,73.43655020594348,88,73.43655020594348
51.64735474072186,51.64735474072186,76.19263301342568,47,103.29470948144372,88,51.64735474072186
