IpwEpsGreedy,PolicyScreeningEpsGreedy,IpwBootTS,PolicyScreeningBootTS,MonotoneTreeBootTS,RandomAction,optimal
8.903396747719322,6.429367270990586,10.03716363620699,9.908412335176019,7.78685365057089,8.194554247606929,6.338068420812816
9.817859981238406,8.4746691099189,9.281341801124663,8.691102726161954,7.230438019649694,7.584529580916195,7.208967005454764
9.764681269059889,8.156705858348205,8.771310634403125,7.443073225827463,7.206006738266138,8.132423651941648,6.73305720094065
9.161281209884308,7.977143253086066,9.191463012106992,5.552015160992246,7.805520126861641,6.9041545127258095,7.76100614174924
7.795541814412827,8.685134891156824,9.542003312220409,7.366985553779552,7.125407294660828,6.969540838997933,6.613544686009399
10.00578370513899,9.087447148676958,9.877045907008018,7.02211132525867,6.415862662876968,7.978197406797457,7.210190864212752
8.812023823861077,7.55504699167936,9.549386667544397,7.523056113591365,7.063474136424218,6.758955805093178,7.699209322859832
10.493118626643934,8.10640894554311,8.801431596311128,6.657307911766827,7.74883962982938,6.687616006153356,7.81126140990558
9.277928483576297,8.648841567789619,9.992987093536735,9.399921610560467,6.9497652866021635,8.060582048242958,6.123201406915773
9.72423314025172,6.425297656874753,9.850085773102297,7.286985784712598,8.16267414588557,7.109662554699985,7.522995515660522
8.115087354872458,8.584612460179931,9.221754561260546,8.148601109158681,7.096221512862666,6.873174871628623,7.081594939706971
8.383292450965218,7.3460404821371075,9.21816260787921,6.0288989721812785,7.322781447700325,7.650149927805169,6.697387830521179
8.708848807138214,7.1139299373631095,10.126959279347872,7.822683524387272,8.5007724900769,7.004965929276937,7.489107933458753
9.51188057802567,7.327881105359982,9.048943182789143,8.740117528632638,7.890526860026228,6.822930832436294,7.66841294208892
8.886043877362265,9.24812602331118,11.092192747654599,7.691151854624909,7.49447801899152,7.021550535294871,7.611175612294506
10.891504944752917,7.182109527583714,10.865150182277196,9.103681818670903,8.706450933229846,7.483112834538549,8.55802734276328
8.833370922814296,7.758549202856968,8.993705371058663,5.8723098911920815,7.179436654984986,7.3942313500335795,7.15862324412259
9.302892208609785,7.213791303869811,8.558083356348998,6.0049564916574205,7.017420486496336,6.970593899141156,6.645644706041968
9.016904707784816,7.819541804288873,9.361060813964695,4.801987293458219,7.7967262530091626,6.7848256038970085,7.94189028077482
9.662503956874932,6.966313184600356,9.461458350694217,5.555338971674728,6.5385942298794335,7.03666831789992,6.686479599450304
