IpwEpsGreedy,PolicyScreeningEpsGreedy,IpwBootTS,PolicyScreeningBootTS
617.3938242368712,690.7891424484411,748.3787145881138,944.4544541930894
882.3529129431274,798.317662648461,902.4612208002835,757.8350187507084
909.0251123037154,912.8504494823951,919.3382772188509,826.6653474796191
930.2938742488178,860.0787516807038,867.6464124378087,857.4355661347738
